Customer_Index,Clusters,Recommended_Products,Similarity_Score
93,2,Wines,0.5654587933154839
94,0,"Meat, Wines, Sweets",0.7401199719697056
95,0,"Wines, Fish, Sweets",0.7438892739056328
96,1,"Wines, Meat, Gold",0.7271048595431445
97,3,"Gold, Fish, Fruits",0.8506196284002305
98,2,"Wines, Gold",0.7054790861093793
99,1,"Fish, Fruits, Sweets",0.7289524678059128
100,0,"Meat, Wines, Fish",0.5714378312551696
101,2,"Wines, Fish, Sweets",0.5226817973466039
102,0,"Meat, Fish, Fruits",0.552997046812702
103,2,"Meat, Fish, Sweets",0.4317946366293486
104,0,"Meat, Wines, Fish",0.6149320672327832
105,2,"Wines, Meat, Fish",0.15533956975570912
106,3,"Wines, Meat, Fish",0.7889435562723242
107,0,"Wines, Gold",0.8714093267115537
108,2,"Wines, Meat",0.1940599805538693
109,3,"Wines, Fish, Meat",0.7834089597159691
110,1,"Wines, Meat, Gold",0.8171623358397072
111,2,"Wines, Meat, Gold",0.6593961338217038
112,1,"Fish, Gold, Fruits",0.7019646171817082
113,3,"Wines, Meat, Gold",0.668255555084769
114,1,"Wines, Gold, Meat",0.8149919369600389
115,0,"Meat, Fish, Fruits",0.7539312805857581
116,0,"Wines, Meat, Fish",0.4977420624214258
117,0,"Wines, Sweets",0.7864202463940101
118,3,"Wines, Meat, Gold",0.8846938989694555
119,2,"Meat, Gold, Wines",0.42053210310135036
120,2,"Wines, Meat, Gold",0.43898421141503086
121,2,"Meat, Fish, Gold",0.5155847117739017
122,0,"Wines, Meat, Fish",0.6139480189411339
123,3,"Fruits, Sweets, Fish",0.8278245297985275
124,0,"Gold, Fish, Fruits",0.7460457137902091
125,1,"Wines, Meat, Gold",0.7726917841471174
126,3,"Wines, Fish, Sweets",0.8609535134694078
127,3,"Wines, Meat, Fruits",0.7724869684597253
128,3,"Wines, Meat, Gold",0.8248311106282253
129,0,"Gold, Fish, Sweets",0.8035994052946094
130,2,"Fruits, Fish, Gold",0.3680340236985948
131,0,"Wines, Fish, Fruits",0.8274277096235084
132,2,"Meat, Gold, Fruits",0.6577269753679607
133,1,Wines,0.42507920813985417
134,2,"Meat, Gold, Fruits",0.533843398008518
135,1,"Wines, Meat, Fruits",0.7908231957454733
136,1,"Wines, Meat, Gold",0.8639819000126159
137,3,"Wines, Sweets, Fruits",0.6572177760147667
138,1,Gold,0.3795693358573585
139,3,Gold,0.5202754870985039
140,2,"Wines, Meat, Gold",0.37161818210569947
141,2,"Wines, Meat, Fish",0.3644182267782637
142,1,"Wines, Meat",0.6566429058919337
143,2,"Meat, Fish, Sweets",0.7277745149937231
144,0,"Meat, Fish, Sweets",0.6021005265493792
145,3,"Gold, Fish",0.27911909219378916
146,3,"Wines, Meat, Gold",0.7892458576267091
147,3,"Wines, Gold",0.3667132020463432
148,0,"Meat, Wines, Fruits",0.827696943879328
149,3,"Wines, Meat, Gold",0.7953031864863834
150,0,"Meat, Fish, Sweets",0.5759424718851199
151,1,"Gold, Fruits, Fish",0.7183903372352776
152,0,"Meat, Fish, Gold",0.6640487640071305
153,2,"Wines, Gold, Fish",0.25161165826370957
154,3,"Wines, Fruits, Sweets",0.8396655711956063
155,0,"Wines, Meat, Fruits",0.5438266512910075
156,1,"Gold, Sweets, Fish",0.26219290691620234
157,0,"Wines, Meat",0.755536325976761
158,3,"Wines, Meat",0.8536101597413941
159,3,"Wines, Meat, Gold",0.9079674633640625
160,1,"Wines, Meat, Fruits",0.8337319949723218
161,3,"Meat, Wines, Fish",0.6130872640905952
162,3,"Meat, Gold, Wines",0.8850295758573744
163,1,"Meat, Fish, Sweets",0.31213315113572454
164,2,Gold,0.6833540148616415
165,0,"Meat, Fish",0.7375826064798137
166,3,"Wines, Meat, Gold",0.8653930467520345
167,3,"Wines, Meat, Gold",0.7943687903199816
168,0,"Wines, Sweets, Fruits",0.6288614914202139
169,3,"Gold, Meat, Fish",0.5156021871233594
170,1,"Wines, Meat, Gold",0.7149977530112561
171,0,"Meat, Fish, Sweets",0.6428853036356205
172,1,"Meat, Fish, Sweets",0.8181780000551686
173,1,"Wines, Meat, Gold",0.5203050642623225
174,1,"Wines, Gold, Meat",0.8353686232487614
175,1,"Meat, Gold, Fish",0.5404770688278404
176,2,"Wines, Meat, Fruits",0.5644541554040322
177,0,"Gold, Fruits",0.8499351212294586
178,3,"Wines, Meat, Gold",0.8701132389418017
179,1,"Wines, Meat, Sweets",0.7245592024205018
180,0,"Wines, Fruits, Meat",0.7741065264828764
181,1,"Wines, Fish, Meat",0.7398101866888295
182,3,Gold,0.7410059343974976
183,3,"Wines, Meat, Gold",0.8548829415931001
184,0,"Meat, Gold, Fish",0.5353899014138681
185,0,"Wines, Fish, Fruits",0.7456278229321922
186,0,"Wines, Fish, Sweets",0.7094956685868646
187,3,"Fruits, Sweets",0.5913895250440745
188,2,"Meat, Wines, Fish",0.3481653611215899
189,0,"Wines, Sweets",0.8096645645812164
190,2,"Gold, Fish",0.6679947199988123
191,0,"Meat, Fruits, Fish",0.744235899182067
192,3,"Wines, Meat, Gold",0.8258434724012533
193,1,"Wines, Meat, Sweets",0.6558698524301538
194,1,"Wines, Meat, Gold",0.7992022301125656
195,3,Wines,0.6138431490628552
196,3,"Wines, Meat, Gold",0.5901023104394092
197,2,"Sweets, Fish",0.7929936923313191
198,3,"Wines, Gold, Sweets",0.4117434282956863
199,0,"Meat, Fish, Gold",0.7383382430107464
200,3,"Fish, Gold, Fruits",0.6308758761926792
201,2,"Meat, Wines, Fruits",0.4597194129777347
202,0,"Wines, Fruits, Gold",0.7235153266731043
203,3,No uplift product,0.18083540882741522
204,3,"Wines, Meat, Gold",0.7182325839261561
205,0,"Gold, Fish, Fruits",0.7289358631537596
206,3,"Fish, Sweets, Fruits",0.3409741317176501
207,2,"Gold, Meat, Sweets",0.5272319164477408
208,1,"Sweets, Wines, Meat",0.5505867059433822
209,0,"Wines, Gold, Fruits",0.766225310358208
210,2,"Gold, Sweets, Meat",0.4833690446408508
211,1,"Gold, Fish, Sweets",0.7417557471335215
212,2,"Fish, Sweets, Fruits",0.8259449819959493
213,1,"Meat, Fish, Fruits",0.6984263978296368
214,2,"Wines, Meat, Fish",0.40773089496298
215,2,"Fish, Sweets, Fruits",0.4786194892568558
216,0,"Gold, Fish, Sweets",0.8272825313899697
217,1,"Wines, Gold, Meat",0.8629457446580856
218,2,"Wines, Meat, Fish",0.34754146958516813
219,2,Gold,0.3691352087389254
220,1,"Wines, Meat, Gold",0.8282588197823809
221,1,"Wines, Meat, Gold",0.4690838206072787
222,2,"Gold, Sweets, Fish",0.6737686120114
223,1,"Wines, Meat, Fish",0.7603101231377899
224,1,"Meat, Gold, Wines",0.90283584546808
225,2,"Wines, Gold, Meat",0.32162686018562986
226,1,"Wines, Meat, Fruits",0.7656790115987907
227,0,"Gold, Fruits",0.8455365098820377
228,2,"Wines, Gold",0.40646937822060647
229,1,"Wines, Meat, Gold",0.8364097255634164
230,0,"Sweets, Wines",0.7626274655491347
231,2,"Meat, Fish, Fruits",0.8295158259599485
232,3,"Wines, Meat, Gold",0.9085619805921884
233,2,"Sweets, Fruits",0.34884339428409383
234,2,"Sweets, Meat",0.7067025362376195
235,0,Sweets,0.7851388189008699
236,2,"Fruits, Gold",0.671940389992608
237,1,"Wines, Sweets, Gold",0.8812610234442284
238,1,"Wines, Meat, Fish",0.8479256093359808
239,0,"Wines, Fish, Meat",0.7785418270523449
240,1,No uplift product,0.33362575985413534
241,2,"Gold, Fruits",0.6170762016524464
242,1,"Meat, Gold, Wines",0.8167726355490443
243,2,"Meat, Gold, Fish",0.656120578231648
244,2,"Wines, Meat, Gold",0.15783671600677854
245,3,"Wines, Meat, Gold",0.7262198344618702
246,3,"Wines, Meat, Gold",0.8244085826691586
247,1,"Wines, Meat, Fish",0.8227548207861688
248,2,"Gold, Sweets, Fish",0.7058685383069514
249,3,"Gold, Fruits",0.4278454891280751
250,1,"Wines, Meat, Gold",0.8408076354790514
251,3,"Fish, Fruits, Sweets",0.6990449410494401
252,3,"Wines, Meat, Fish",0.89089629694214
253,0,"Wines, Meat",0.782350561106932
254,3,"Wines, Fish, Sweets",0.7576429057134012
255,0,"Wines, Meat",0.7373285583056647
256,1,"Wines, Meat, Sweets",0.7543112723359547
257,0,"Fruits, Fish",0.7165265811586873
258,1,"Wines, Gold, Fish",0.7353257400557064
259,3,"Fruits, Gold, Sweets",0.46396384873634317
260,3,"Wines, Meat, Gold",0.905272792117936
261,3,"Wines, Gold, Fish",0.7741717072353935
262,2,"Meat, Gold, Fish",0.5315026653929535
263,0,"Wines, Meat",0.6921464580432471
264,0,"Wines, Meat, Gold",0.6376083991579281
265,0,"Wines, Fruits, Fish",0.6945690886700618
266,2,"Meat, Sweets, Fish",0.6165428958943052
267,1,"Wines, Meat, Gold",0.715980493805048
268,2,"Wines, Meat, Fish",0.40773089496298
269,1,Fruits,0.11620507136667861
270,2,"Wines, Meat, Fruits",0.15663999032958661
271,3,"Wines, Meat, Gold",0.8617059996753877
272,1,"Wines, Fish, Meat",0.8074754515352808
273,0,"Wines, Meat, Gold",0.7459674543709407
274,2,"Wines, Fruits",0.5805186958196878
275,0,"Wines, Gold",0.8002874511592091
276,1,"Fish, Sweets, Fruits",0.2220655432575043
277,1,"Meat, Wines, Fish",0.6485576381259627
278,1,"Fruits, Gold",0.7037716640210343
279,0,Sweets,0.7839867072102275
280,3,"Wines, Meat, Sweets",0.6795125762212247
281,3,"Wines, Meat, Gold",0.8216388402073237
282,2,"Meat, Fish, Fruits",0.5889893517406242
283,1,"Wines, Meat, Gold",0.7788424976985845
284,1,"Fish, Meat, Gold",0.8200557616600088
285,0,"Wines, Meat, Fruits",0.6627214363257059
286,2,"Meat, Fish, Gold",0.5880936885893854
287,3,"Wines, Meat, Gold",0.7895241823585416
288,2,"Gold, Sweets, Meat",0.4413494002816311
289,1,"Gold, Fruits, Fish",0.6683692502033937
290,1,No uplift product,0.6006855532810629
291,1,"Wines, Fish, Fruits",0.7959710271965775
292,0,"Meat, Wines, Gold",0.7888963616163552
293,1,"Wines, Gold, Meat",0.5351982213585476
294,0,"Fish, Gold, Meat",0.6707650759991364
295,2,"Meat, Gold, Fish",0.32987971718938447
296,1,"Fruits, Gold, Sweets",0.4608588773118121
297,1,"Wines, Meat, Fish",0.7190141815071999
298,3,"Wines, Meat, Gold",0.8663671072092893
299,0,"Gold, Sweets, Fruits",0.86651561651928
300,3,"Fruits, Fish, Meat",0.7328459899152254
301,3,"Wines, Meat, Gold",0.8867969235027268
302,3,"Wines, Meat, Sweets",0.9003608872864338
303,1,Sweets,0.14433233312230068
304,3,"Wines, Meat, Gold",0.8925657135493446
305,2,"Wines, Meat, Fruits",0.5235606266007672
306,1,"Wines, Meat, Gold",0.820717682615517
307,3,"Wines, Meat, Gold",0.7641441705438818
308,2,Sweets,0.7083380545471779
309,2,"Wines, Meat, Fish",0.5564913447333875
310,0,"Meat, Fruits, Fish",0.7313037135056302
311,1,"Wines, Gold, Fish",0.8710307938212644
312,1,"Gold, Meat, Wines",0.8060681856178893
313,3,"Wines, Meat, Gold",0.8298880500749772
314,1,"Gold, Sweets, Fish",0.7502987904171857
315,1,"Wines, Meat, Gold",0.8559665343499254
316,1,"Gold, Meat, Sweets",0.618208763252995
317,2,"Gold, Fish, Sweets",0.5743131537437532
318,1,"Meat, Wines, Fish",0.7876465388487692
319,1,"Wines, Meat, Gold",0.880486055739425
320,2,Wines,0.5966847890809885
321,0,"Meat, Gold, Fish",0.7329156779037679
322,1,"Wines, Meat, Sweets",0.7671606245310463
323,0,"Fish, Sweets, Fruits",0.8440386891686866
324,0,"Wines, Fruits, Gold",0.7469116394451872
325,1,"Sweets, Gold",0.5221621800883623
326,2,"Meat, Fish, Gold",0.5555447290847472
327,2,"Wines, Meat, Gold",0.30110701240826804
328,1,"Wines, Meat, Gold",0.7898518528965157
329,0,"Wines, Meat, Fruits",0.7135903603592869
330,3,"Wines, Meat, Gold",0.9225333552718001
331,0,"Wines, Meat",0.7139072945055578
332,3,"Wines, Meat, Gold",0.7516413364563023
333,1,"Wines, Meat, Gold",0.8116725216629938
334,2,"Gold, Wines, Fish",0.577537013159706
335,2,No uplift product,0.3906454675222373
336,0,"Wines, Fish, Gold",0.675986573295948
337,0,"Sweets, Wines, Gold",0.7578690099406372
338,2,"Gold, Fish, Sweets",0.5824102980115926
339,3,"Wines, Meat, Fish",0.7781895404198227
340,3,"Meat, Wines, Fish",0.6369996555205956
341,0,"Wines, Gold, Fish",0.8113014234121764
342,0,"Meat, Gold, Sweets",0.5349622251630609
343,3,No uplift product,0.5825672526521268
344,0,Gold,0.842310160130969
345,2,"Meat, Fish, Sweets",0.3765684250035939
346,3,"Wines, Meat, Gold",0.6556679605662513
347,1,"Wines, Meat, Gold",0.8408076354790514
348,2,"Wines, Fish, Sweets",0.4568167707777838
349,2,"Wines, Meat, Fruits",0.5129792881741551
350,0,"Wines, Fruits, Gold",0.7987628758034513
351,1,"Wines, Gold, Meat",0.7982357006132204
352,0,Fruits,0.7647370890728797
353,2,"Meat, Fruits, Gold",0.3038244275604084
354,1,"Wines, Meat, Gold",0.7455087984055736
355,3,"Sweets, Fruits, Fish",0.6619839807593152
356,1,"Wines, Meat, Gold",0.8040052624314017
357,2,"Fish, Sweets, Fruits",0.6715978107467526
358,3,"Wines, Gold, Meat",0.7351560196525639
359,3,"Wines, Fish, Fruits",0.6136769148153673
360,1,"Wines, Meat, Sweets",0.6261602020444028
361,1,"Wines, Gold, Meat",0.8068452516570604
362,2,"Meat, Fish, Sweets",0.6057819356641975
363,1,"Wines, Meat, Fish",0.7634390996835008
364,3,"Wines, Meat, Gold",0.6917189342192114
365,1,"Wines, Meat, Gold",0.8500982499600955
366,1,No uplift product,0.2153496060651607
367,3,"Wines, Sweets, Fruits",0.6572177760147667
368,1,"Meat, Wines, Gold",0.7403565060830017
369,1,"Wines, Meat, Gold",0.7737225953390464
370,2,"Wines, Meat, Fish",0.35335312204355385
371,2,"Meat, Fish",0.7064899226023535
372,3,"Wines, Meat, Fruits",0.5295612211800846
373,2,"Meat, Fish, Sweets",0.497247282509929
374,0,"Fish, Gold, Wines",0.832656572959617
375,1,"Gold, Fish, Fruits",0.4644277500115551
376,0,"Wines, Meat, Fish",0.7418576434847212
377,1,Fish,0.2643768987689793
378,2,"Meat, Fish, Sweets",0.5529033898712883
379,0,"Fruits, Sweets, Gold",0.7778596759318928
380,3,"Fruits, Sweets",0.7341380412931422
381,1,"Wines, Meat, Fish",0.8149336578148803
382,1,"Wines, Meat, Gold",0.8315423468566253
383,1,"Wines, Meat, Fish",0.6657482909277597
384,3,"Wines, Gold, Fish",0.6986207713930697
385,0,"Meat, Gold, Sweets",0.6715431223558943
386,3,"Wines, Fish",0.6880181433361048
387,1,No uplift product,0.2591626284870808
388,3,"Gold, Fish, Fruits",0.603902003083964
389,3,"Wines, Meat, Gold",0.8762906261751674
390,1,"Wines, Gold, Fruits",0.7523019067313096
391,3,Gold,0.5848679708958584
392,1,"Wines, Gold, Fish",0.8475203026615769
393,2,"Wines, Meat, Gold",0.5320580465740504
394,1,"Wines, Meat, Fish",0.7366594866421958
395,2,"Wines, Gold",0.4120993469850255
396,2,"Gold, Fruits, Fish",0.7373984741428066
397,1,Gold,0.2597609104646331
398,2,"Fish, Sweets",0.6411991444087288
399,0,"Wines, Sweets, Fruits",0.6713628115640786
400,1,"Wines, Meat, Fruits",0.7021685695264415
401,0,"Meat, Gold, Fish",0.6405339115417409
402,0,Meat,0.8399719922186846
403,2,"Meat, Gold, Sweets",0.5457835773697788
404,1,"Wines, Gold, Fish",0.7680473737796665
405,1,"Wines, Meat, Gold",0.7767037326084439
406,1,"Wines, Meat, Gold",0.8446163473836616
407,0,"Meat, Fish, Gold",0.7750274593424217
408,0,"Sweets, Gold, Fish",0.7330202302311848
409,3,"Wines, Meat, Gold",0.879551346636501
410,0,"Wines, Gold",0.8631230666825424
411,2,"Fish, Fruits, Gold",0.09862161891776901
412,1,"Wines, Meat, Gold",0.7457514420504341
413,2,"Wines, Fruits",0.5113214279474504
414,0,"Meat, Gold, Fish",0.6786916656736153
415,2,"Wines, Fruits, Sweets",0.2665950399294867
416,2,"Wines, Meat",0.6080645669646498
417,2,"Wines, Fish",0.6539943480069188
418,1,"Gold, Wines, Fish",0.7511338102204702
419,3,"Wines, Meat, Gold",0.6725604065128868
420,2,"Wines, Gold, Fish",0.4613983106869883
421,2,"Meat, Wines, Gold",0.26463817909000886
422,1,"Gold, Meat, Fish",0.7617438733726953
423,1,"Wines, Meat, Gold",0.7648449891149836
424,1,"Wines, Gold, Meat",0.8628919305328675
425,3,"Wines, Gold, Sweets",0.5556697680145962
426,1,"Wines, Meat, Gold",0.4971486995965534
427,1,"Wines, Gold, Meat",0.8068452516570604
428,1,"Wines, Meat, Gold",0.6250430668067308
429,1,"Wines, Meat, Gold",0.6104262479155064
430,1,"Gold, Sweets",0.661829461554135
431,0,"Wines, Gold, Fish",0.775256062765514
432,1,"Wines, Meat, Gold",0.8101651094574722
433,2,"Wines, Meat, Gold",0.19872525997793433
434,2,"Wines, Gold, Fruits",0.5598394507703329
435,2,"Gold, Meat",0.7125431314477191
436,1,"Wines, Gold, Sweets",0.7702159147326642
437,3,No uplift product,0.3484215510425621
438,2,"Gold, Wines, Fish",0.6893757733563086
439,3,Sweets,0.6530122793418783
440,0,"Fruits, Gold, Wines",0.7986310999975338
441,1,Fish,0.6127331160885151
442,3,Gold,0.4077371394728723
443,0,"Wines, Gold, Meat",0.73431295277739
444,2,"Fruits, Sweets, Fish",0.3837240443261725
445,0,"Wines, Meat, Fruits",0.699267499326719
446,3,"Meat, Fruits, Fish",0.4664931856421588
447,0,"Wines, Meat",0.782350561106932
448,1,"Wines, Fruits",0.7503208632951509
449,0,"Fish, Gold, Meat",0.7287504182979159
450,0,"Fish, Gold, Meat",0.7075947733893333
451,1,"Wines, Meat, Gold",0.7770731437164354
452,3,Gold,0.49335998417135163
453,2,"Fish, Sweets, Fruits",0.38244848245354
454,2,No uplift product,0.6209442456944306
455,1,"Wines, Meat, Gold",0.8338118845707226
456,2,"Gold, Meat, Fish",0.42665041425396766
457,3,"Wines, Meat, Gold",0.7896118844928482
458,1,"Wines, Meat, Gold",0.7891527277869682
459,2,"Wines, Fruits",0.8045135725230238
460,3,"Wines, Meat, Gold",0.7472714802274356
461,3,"Fish, Fruits, Sweets",0.2313661866781329
462,2,"Wines, Meat, Fish",0.5409646876114942
463,2,"Wines, Meat, Sweets",0.2365378533445694
464,1,"Wines, Fish, Meat",0.8348842031052186
465,1,"Gold, Meat, Wines",0.8475350826641677
466,1,No uplift product,0.5349385438214893
467,3,"Gold, Fish, Fruits",0.5408183024818722
468,0,"Meat, Wines, Gold",0.6472964599953961
469,0,"Meat, Wines, Gold",0.7483755570368142
470,2,"Fruits, Fish, Gold",0.3680340236985948
471,2,"Meat, Sweets, Fish",0.596724545976048
472,1,"Wines, Meat, Gold",0.8148432837393192
473,1,"Wines, Fruits, Gold",0.3630700314190849
474,2,Fruits,0.6105607774147638
475,1,"Fruits, Gold, Sweets",0.4919885291550472
476,0,"Meat, Fruits, Gold",0.7224155747657152
477,2,"Meat, Sweets, Fish",0.3383126787405903
478,0,"Meat, Wines, Fish",0.35623149108846175
479,2,"Wines, Gold, Fish",0.44402867782993316
480,1,"Meat, Gold, Fish",0.3885606490436559
481,2,"Gold, Fruits, Sweets",0.42780090840756907
482,2,"Gold, Fruits, Sweets",0.4970811865082039
483,0,"Meat, Wines, Gold",0.5580491760026218
484,3,"Wines, Meat, Sweets",0.7491902237692958
485,3,"Wines, Meat, Gold",0.62485158594112
486,1,"Wines, Meat",0.42082118974083255
487,2,"Meat, Fruits",0.39575645567800305
488,3,"Wines, Meat, Gold",0.6725604065128868
489,0,"Meat, Fish, Sweets",0.558300980880278
490,0,"Wines, Meat, Gold",0.4500978128984585
491,0,"Meat, Wines, Sweets",0.828908277992578
492,1,"Fish, Fruits, Wines",0.621538482419347
493,2,"Wines, Meat, Gold",0.5744519235452296
494,1,"Fish, Sweets, Fruits",0.6671799547588716
495,2,Wines,0.47196662988644456
496,3,Gold,0.6381328185733481
497,0,"Meat, Fish, Gold",0.8512923199867345
498,3,"Fish, Fruits",0.4325016430093718
499,0,"Gold, Fruits, Fish",0.856249557938471
500,3,"Wines, Fruits, Fish",0.8112263518066333
501,1,"Wines, Meat, Gold",0.8357387696116323
502,0,"Wines, Meat, Fish",0.72676832359789
503,0,"Gold, Fish, Sweets",0.7252978130389961
504,3,"Wines, Meat, Gold",0.8125292213016109
505,0,"Meat, Sweets, Fish",0.6701369456686761
506,1,Fruits,0.3522654308997717
507,0,"Meat, Fish, Sweets",0.5796931746742543
508,1,"Fruits, Wines",0.6328660566751274
509,1,"Wines, Gold, Meat",0.8044726293310385
510,0,"Meat, Fish, Gold",0.7397176632692257
511,0,"Wines, Meat, Fruits",0.47059092134580743
512,0,"Meat, Sweets",0.6901820684161831
513,3,No uplift product,0.6381269171097124
514,2,"Wines, Meat, Gold",0.28964148532291295
515,0,"Meat, Gold, Sweets",0.5737833300517348
516,3,"Gold, Meat, Fish",0.5318176790006861
517,3,Fish,0.7601232197350335
518,1,"Wines, Gold, Fish",0.8501548399768997
519,3,"Sweets, Gold",0.49096576748290677
520,3,"Meat, Wines, Gold",0.5768922404663634
521,0,"Meat, Wines, Gold",0.6927120971952145
522,3,"Gold, Fruits",0.3375611727562455
523,1,"Wines, Meat, Fish",0.8376976204346503
524,1,"Wines, Meat, Sweets",0.7712879195248199
525,1,Fish,0.32562209658293423
526,1,"Fish, Sweets, Fruits",0.45925431391693616
527,0,"Fish, Gold, Meat",0.6388598254778225
528,2,"Wines, Gold, Fruits",0.3706354941208662
529,1,"Wines, Meat, Gold",0.6829173635823115
530,0,"Wines, Fish, Gold",0.8180942787386726
531,1,Gold,0.7137816473892202
532,3,"Wines, Meat, Fish",0.8744537933368801
533,3,"Wines, Meat, Gold",0.900125398301238
534,3,"Wines, Meat, Fish",0.663659284584639
535,1,"Wines, Sweets, Meat",0.728175160779452
536,2,"Meat, Wines, Fish",0.25715390292043405
537,1,"Wines, Fruits",0.5388681450631279
538,0,"Wines, Fruits, Gold",0.7602187999389503
539,3,Gold,0.6877403210919072
540,2,"Wines, Meat",0.24045988464181198
541,0,"Fish, Wines",0.8037522883801771
542,1,"Wines, Meat, Fruits",0.5918408312809297
543,2,Gold,0.531784773977131
544,1,"Meat, Gold, Wines",0.7296779912238881
545,0,"Wines, Fish, Gold",0.8173703173579645
546,2,"Wines, Meat, Sweets",0.5882731280913664
547,2,Wines,0.45199509074205313
548,3,No uplift product,0.20456768392728475
549,3,"Fish, Fruits, Sweets",0.5245425369175456
550,2,"Gold, Fruits, Meat",0.5814666416290523
551,3,"Wines, Meat, Gold",0.8984318241048791
552,1,"Meat, Wines, Gold",0.5807668920841836
553,3,"Wines, Meat, Gold",0.8203209403413657
554,2,"Wines, Meat, Fruits",0.35958114333140395
555,3,"Wines, Meat, Gold",0.9393184766281004
556,1,No uplift product,0.6772719688147363
